SourcePath	DeclaredTypes	PublicTypeDeclarations	Disposition	FinalOwners	MigrationStatus	DestinationPaths	Rationale
XRENGINE/Core/Files/XRAsset.MemoryPack.cs	XREngine.Core.Files.XRAssetMemoryPackAdapter;XREngine.Core.Files.XRAssetMemoryPackEnvelope	0	Move	XREngine.Data	Migrated	XREngine.Data/Core/Files/XRAsset.MemoryPack.cs	Asset packing, cooked formats, lower serialization modules, and file primitives are format-neutral Data responsibilities.
XRENGINE/Core/Files/XRProject.cs	XREngine.XRProject	1	Move	XREngine.Runtime.Core	Migrated	XREngine.Runtime.Core/Assets/XRProject.cs	Published registry, project runtime state, and runtime IO orchestration require Runtime.Core ownership.
XRENGINE/Core/FrameEventArgs.cs	<assembly-metadata-or-global-source>	0	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/GameState.cs	XREngine.GameState	1	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Interfaces/IBaseSubMesh.cs	XREngine.IBaseSubMesh	1	Move	XREngine.Runtime.Rendering	Pending		The type is renderer-facing and has no lower runtime ownership.
XRENGINE/Core/Interfaces/IBufferable.cs	<assembly-metadata-or-global-source>	0	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/Interfaces/Interfaces.cs	XREngine.IShaderVarOwner;XREngine.IUniformable;XREngine.IUniformable1Bool;XREngine.IUniformable1Double;XREngine.IUniformable1Float;XREngine.IUniformable1Int;XREngine.IUniformable1UInt;XREngine.IUniformable2Bool;XREngine.IUniformable2Double;XREngine.IUniformable2Float;XREngine.IUniformable2Int;XREngine.IUniformable2UInt;XREngine.IUniformable3Bool;XREngine.IUniformable3Double;XREngine.IUniformable3Float;XREngine.IUniformable3Int;XREngine.IUniformable3UInt;XREngine.IUniformable4Bool;XREngine.IUniformable4Double;XREngine.IUniformable4Float;XREngine.IUniformable4Int;XREngine.IUniformable4UInt;XREngine.IUniformableArray	24	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/Interfaces/ISkeletalSubMesh.cs	XREngine.ISkeletalSubMesh	1	Move	XREngine.Runtime.Rendering	Pending		The type is renderer-facing and has no lower runtime ownership.
XRENGINE/Core/Interfaces/IStaticSubMesh.cs	XREngine.IStaticSubMesh	1	Move	XREngine.Runtime.Rendering	Pending		The type is renderer-facing and has no lower runtime ownership.
XRENGINE/Core/Interfaces/ITextSource.cs	<assembly-metadata-or-global-source>	0	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/Platform/Linux.cs	System.Linux;System.MMapFlags;System.MMapProtect	3	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Platform/OSX.cs	System.MMapFlags;System.MMapProtect;System.OSX	2	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/PlayModeConfiguration.cs	XREngine.EStateRestorationMode;XREngine.PlayModeConfiguration	2	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Reflection/AssemblyQualifiedName.cs	XREngine.Core.Reflection.AssemblyQualifiedName	1	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/Serialization/XREngineJsonSerialization.cs	XREngine.XREngineRuntimeJsonContext	1	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/SnapshotAssetReference.cs	XREngine.SnapshotAssetReference	0	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/SnapshotBinarySerializer.cs	XREngine.SnapshotBinarySerializer	0	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/SnapshotDiagnostics.cs	XREngine.BufferStats;XREngine.Scope;XREngine.Session;XREngine.SnapshotAssetSerializationMode;XREngine.SnapshotDiagnostics;XREngine.WorldAssetSummary	0	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/SnapshotSceneReferenceResolver.cs	XREngine.SnapshotSceneReferenceResolver	0	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/SnapshotYamlSerializer.cs	XREngine.SnapshotYamlSerializer	0	Move	XREngine.Data	Pending		The source is a lower value, serialization, or reflection contract independent of runtime ownership.
XRENGINE/Core/Time/CollectVisibleGenerationGate.cs	XREngine.Timers.CollectVisibleGenerationGate	0	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Time/EngineTimer.cs	XREngine.Timers.ECollectVisibleLatePolicy;XREngine.Timers.EngineTimer	2	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Time/EngineTimer.DeltaManager.cs	XREngine.Timers.DeltaManager;XREngine.Timers.EngineTimer	2	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/Tools/Unity/UnityConverter.cs	XREngine.Core.Tools.Unity.UnityConverter	1	Move	XREngine.Editor	Pending		The source depends on authoring UI or editor-only conversion behavior.
XRENGINE/Core/WorldStateSnapshot.cs	XREngine.WorldStateSnapshot	1	Move	XREngine.Runtime.Core	Pending		World state, lifecycle, play mode, time, snapshots, and platform runtime behavior belong to Runtime.Core.
XRENGINE/Core/XRMenuItem.cs	XREngine.XRInteractableMenuItem;XREngine.XRMenuButton;XREngine.XRMenuItem;XREngine.XRMenuSeparator;XREngine.XRMenuToggle	5	Move	XREngine.Editor	Pending		The source depends on authoring UI or editor-only conversion behavior.
XRENGINE/Engine/Engine.cs	XREngine.Engine;XREngine.PooledExternalProfilerScope	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.Lifecycle.cs	XREngine.Engine	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.MainThreadInvokeLog.cs	XREngine.Engine;XREngine.MainThreadInvokeEntry;XREngine.MainThreadInvokeMode	3	Split	XREngine.Runtime.Core;XREngine.Editor	Pending		Runtime.Core owns diagnostic signals; Editor owns interactive capture and presentation policy.
XRENGINE/Engine/Engine.Memory.cs	XREngine.Engine	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.Networking.cs	XREngine.Engine	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Engine.ProfileCapture.cs	XREngine.ActiveRenderFeaturesMetadata;XREngine.CaptureCompletion;XREngine.Engine;XREngine.FrameOutputInventoryMetadata;XREngine.PerformanceObserverMetadata;XREngine.ProfileCapture;XREngine.RunMetadata	1	Split	XREngine.Runtime.Core;XREngine.Editor	Pending		Runtime.Core owns diagnostic signals; Editor owns interactive capture and presentation policy.
XRENGINE/Engine/Engine.ProfilerSender.cs	XREngine.Engine	1	Split	XREngine.Runtime.Core;XREngine.Editor	Pending		Runtime.Core owns diagnostic signals; Editor owns interactive capture and presentation policy.
XRENGINE/Engine/Engine.Project.cs	XREngine.Engine	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeMaintenanceServices.cs	XREngine.EngineRuntimeMaintenanceServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeNetworkDiscoveryHostServices.cs	XREngine.EngineRuntimeNetworkDiscoveryHostServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimePhysicsServices.cs	XREngine.EngineRuntimePhysicsServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeSceneNodeServices.cs	XREngine.EngineRuntimeSceneNodeServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeSceneStreamingHostServices.cs	XREngine.EngineRuntimeSceneStreamingHostServices;XREngine.SceneHandle	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeStaticColliderAuthoringServices.cs	XREngine.EngineRuntimeStaticColliderAuthoringServices;XREngine.State	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeThreadServices.cs	XREngine.EngineRuntimeThreadServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeTransformServices.cs	XREngine.EngineRuntimeTransformServices;XREngine.TransformDebugHandle;XREngine.TransformDebugRenderable	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.RuntimeWorldObjectServices.cs	XREngine.EngineRuntimeWorldObjectServices	0	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.Settings.cs	XREngine.Engine;XREngine.SettingsCascadeSuppressionScope	1	Split	XREngine.Runtime.Core;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Separate runtime-safe settings application, host composition, and editor preference ownership.
XRENGINE/Engine/Engine.Threading.cs	XREngine.Engine	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.TickList.cs	XREngine.Engine;XREngine.TickEntry;XREngine.TickList	2	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Engine.ViewportRebind.cs	XREngine.Engine	1	Split	XREngine.Runtime.Rendering;XREngine.Runtime.Bootstrap	Pending		Rendering owns window/viewport implementation while Bootstrap owns application-loop policy.
XRENGINE/Engine/Engine.WindowPumpHost.cs	XREngine.EngineWindowPumpHost;XREngine.EngineWindowPumpHostMode;XREngine.WindowPumpWorkItem	0	Split	XREngine.Runtime.Rendering;XREngine.Runtime.Bootstrap	Pending		Rendering owns window/viewport implementation while Bootstrap owns application-loop policy.
XRENGINE/Engine/Engine.Windows.cs	XREngine.Engine	1	Split	XREngine.Runtime.Rendering;XREngine.Runtime.Bootstrap	Pending		Rendering owns window/viewport implementation while Bootstrap owns application-loop policy.
XRENGINE/Engine/Engine.WorkSchedulerValidation.cs	XREngine.Engine	1	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Execution/EngineSchedulerSmokeExecutor.cs	XREngine.EngineSchedulerSmokeExecutor	0	Move	XREngine.Runtime.Bootstrap	Pending		Launch and runtime-smoke contracts belong to the shared application composition root.
XRENGINE/Engine/IGameLaunchBootstrap.cs	XREngine.IGameLaunchBootstrap	1	Move	XREngine.Runtime.Bootstrap	Pending		Launch and runtime-smoke contracts belong to the shared application composition root.
XRENGINE/Engine/IGameLaunchRuntimeSmokeBootstrap.cs	XREngine.IGameLaunchRuntimeSmokeBootstrap	1	Move	XREngine.Runtime.Bootstrap	Pending		Launch and runtime-smoke contracts belong to the shared application composition root.
XRENGINE/Engine/Networking/Engine.BaseNetworkingManager.cs	XREngine.BaseNetworkingManager;XREngine.EBroadcastType;XREngine.ETransformValueFlags;XREngine.IdValue;XREngine.PendingAckPacket;XREngine.QueuedUdpPacket;XREngine.UdpPeerState	2	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/Engine.ClientNetworkingManager.cs	XREngine.ClientNetworkingManager;XREngine.RemotePlayerState	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/Engine.NetworkingDiscovery.cs	XREngine.Engine	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/Engine.ServerNetworkingManager.cs	XREngine.NetworkPlayerConnection;XREngine.ServerConnectionInfo;XREngine.ServerNetworkingManager	2	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/RealtimeJoinHandoff.cs	XREngine.RealtimeJoinHandoff	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/RemoteJobNetworkingTransport.cs	XREngine.RemoteJobNetworkingTransport	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/ServerSessionResolver.cs	XREngine.Engine;XREngine.ServerJoinAdmissionResult;XREngine.ServerSessionContext;XREngine.ServerSessionPlayerEvent	4	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/Networking/WorldAssetIdentityProvider.cs	XREngine.WorldAssetIdentityProvider	1	Move	XREngine.Runtime.Core	Pending		Networking orchestration, discovery, sessions, identity, and transport belong to the non-visual runtime core.
XRENGINE/Engine/NullVideoFrameGpuActions.cs	XREngine.NullVideoFrameGpuActions	0	Move	XREngine.Runtime.Rendering	Pending		GPU video-frame actions are renderer-facing behavior.
XRENGINE/Engine/PerformanceProfileDebugHostServices.cs	XREngine.PerformanceProfileDebugHostServices	0	Split	XREngine.Runtime.Core;XREngine.Editor	Pending		Runtime.Core owns diagnostic signals; Editor owns interactive capture and presentation policy.
XRENGINE/Engine/Subclasses/Engine.CodeProfiler.cs	XREngine.AsyncPendingTimer;XREngine.BuiltTimer;XREngine.CodeProfiler;XREngine.CodeProfilerTimer;XREngine.CompletedScopeEvent;XREngine.ComponentTimingAccumulator;XREngine.ComponentTimingFrameState;XREngine.Engine;XREngine.LinkedScopeContext;XREngine.LinkedThreadProducerState;XREngine.ProfilerComponentFrameSnapshot;XREngine.ProfilerComponentTimingSnapshot;XREngine.ProfilerFrameSnapshot;XREngine.ProfilerNodeSnapshot;XREngine.ProfilerScope;XREngine.ProfilerThreadSnapshot;XREngine.ThreadBuildState;XREngine.ThreadProducerBuffer;XREngine.ThreadProducerState	19	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Subclasses/Engine.EffectiveSettings.cs	XREngine.EffectiveSettings;XREngine.Engine;XREngine.SettingSource	3	Split	XREngine.Runtime.Core;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Separate runtime-safe settings application, host composition, and editor preference ownership.
XRENGINE/Engine/Subclasses/Engine.Input.cs	XREngine.Engine;XREngine.Input	2	Refactor	XREngine.Runtime.InputIntegration	Pending		Replace the static input facade with explicit input/controller services owned by InputIntegration.
XRENGINE/Engine/Subclasses/Engine.Physics.cs	XREngine.Engine;XREngine.Physics	2	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Subclasses/Engine.PlayMode.cs	XREngine.Engine;XREngine.PlayMode	2	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Subclasses/Engine.State.cs	XREngine.Engine;XREngine.State;XREngine.WindowCloseRequestResult	3	Split	XREngine.Runtime.Core;XREngine.Runtime.InputIntegration;XREngine.Runtime.Bootstrap	Pending		Separate runtime/project state from local-controller creation and host composition.
XRENGINE/Engine/Subclasses/Engine.ThreadAllocationTracker.cs	XREngine.AllocationRing;XREngine.AllocationRingSnapshot;XREngine.AllocationScope;XREngine.AllocationScopeRing;XREngine.AllocationScopeSnapshot;XREngine.Engine;XREngine.ThreadAllocationSnapshot;XREngine.ThreadAllocationTracker	11	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Subclasses/Engine.Time.cs	XREngine.Engine;XREngine.Time	2	Refactor	XREngine.Runtime.Core	Pending		Replace the remaining static Engine partial with focused lifecycle, timing, scheduling, physics, project, and runtime services.
XRENGINE/Engine/Subclasses/Rendering/EngineRenderingSettingsApplication.cs	XREngine.EngineRenderingSettingsApplication	1	Split	XREngine.Runtime.Rendering;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Rendering applies renderer-safe settings, Bootstrap composes them, and Editor owns preferences.
XRENGINE/Engine/Subclasses/Rendering/EngineRenderingSettingsApplication.Preferences.cs	XREngine.EngineRenderingSettingsApplication	1	Split	XREngine.Runtime.Rendering;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Rendering applies renderer-safe settings, Bootstrap composes them, and Editor owns preferences.
XRENGINE/Game Modes/FlyingCameraGameMode.cs	XREngine.FlyingCameraGameMode	1	Split	XREngine.Runtime.Bootstrap;XREngine.Runtime.InputIntegration	Pending		Bootstrap selects game-mode composition while InputIntegration owns controller and action behavior.
XRENGINE/Game Modes/LocomotionGameMode.cs	XREngine.LocomotionGameMode	1	Split	XREngine.Runtime.Bootstrap;XREngine.Runtime.InputIntegration	Pending		Bootstrap selects game-mode composition while InputIntegration owns controller and action behavior.
XRENGINE/Game Modes/VRGameMode.cs	XREngine.VRGameMode	1	Split	XREngine.Runtime.Bootstrap;XREngine.Runtime.InputIntegration	Pending		Bootstrap selects game-mode composition while InputIntegration owns controller and action behavior.
XRENGINE/GlobalUsings.Physics.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Remove the facade-only global physics import after callers use destination-owned namespaces.
XRENGINE/GlobalWorldTypeAliases.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Remove facade-only world aliases after consumers reference the canonical Runtime.Core and Runtime.Rendering contracts.
XRENGINE/Properties/AssemblyInfo.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Assembly metadata and type forwards exist only for the legacy XREngine.dll identity and are removed after repository identity migration.
XRENGINE/Properties/RuntimeSubsystemTypeForwards.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Assembly metadata and type forwards exist only for the legacy XREngine.dll identity and are removed after repository identity migration.
XRENGINE/Properties/RuntimeUiTypeForwards.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Assembly metadata and type forwards exist only for the legacy XREngine.dll identity and are removed after repository identity migration.
XRENGINE/Properties/RuntimeWorldTypeForwards.cs	<assembly-metadata-or-global-source>	0	Delete	Removed	Pending		Assembly metadata and type forwards exist only for the legacy XREngine.dll identity and are removed after repository identity migration.
XRENGINE/Rendering/XRWorldInstance.cs	XREngine.Rendering.EPlayState;XREngine.Rendering.GpuBvhPickRayInput;XREngine.Rendering.GpuMeshBvhPickState;XREngine.Rendering.XRWorldInstance	2	Split	XREngine.Runtime.Core;XREngine.Runtime.Rendering;XREngine.Runtime.InputIntegration;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Decompose the cross-layer world aggregate into lifecycle, visual publication, input, composition, and editor owners.
XRENGINE/Rendering/XRWorldInstance.PhysicsDebug.cs	XREngine.Rendering.XRWorldInstance	1	Split	XREngine.Runtime.Core;XREngine.Runtime.Rendering;XREngine.Runtime.InputIntegration;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Decompose the cross-layer world aggregate into lifecycle, visual publication, input, composition, and editor owners.
XRENGINE/Rendering/XRWorldInstance.PhysicsRaycastRequest.cs	XREngine.Rendering.PhysicsRaycastRequest;XREngine.Rendering.XRWorldInstance	1	Split	XREngine.Runtime.Core;XREngine.Runtime.Rendering;XREngine.Runtime.InputIntegration;XREngine.Runtime.Bootstrap;XREngine.Editor	Pending		Decompose the cross-layer world aggregate into lifecycle, visual publication, input, composition, and editor owners.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.cs	XREngine.Components.DebugDrawComponent	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawBox.cs	XREngine.Components.DebugDrawBox;XREngine.Components.DebugDrawComponent	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawCapsule.cs	XREngine.Components.DebugDrawCapsule;XREngine.Components.DebugDrawComponent	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawCircle.cs	XREngine.Components.DebugDrawCircle;XREngine.Components.DebugDrawComponent	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawCone.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugDrawCone	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawCylinder.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugDrawCylinder	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawLine.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugDrawLine	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawPoint.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugDrawPoint	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugDrawSphere.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugDrawSphere	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Draw/DebugDrawComponent.DebugShapeBase.cs	XREngine.Components.DebugDrawComponent;XREngine.Components.DebugShapeBase	2	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Visualize/DebugVisualize2DComponent.cs	XREngine.Components.DebugVisualize2DComponent	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Visualize/DebugVisualize3DComponent.cs	XREngine.Components.DebugVisualize3DComponent	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Debug/Visualize/ModelBvhPreviewComponent.cs	XREngine.Components.ModelBvhPreviewComponent	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Mesh/LitBoxBatchComponent.cs	XREngine.Components.Scene.Mesh.LitBoxBatchComponent	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Mesh/LitBoxBatchEntry.cs	XREngine.Components.Scene.Mesh.LitBoxBatchEntry	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Movement/CharacterMovementComponent.cs	XREngine.Components.Movement.CharacterMovement3DComponent;XREngine.Components.Movement.ECrouchState;XREngine.Components.Movement.EMovementMode	3	Move	XREngine.Runtime.Core	Pending		General scene, prefab, movement, and world-owned component behavior belongs to Runtime.Core.
XRENGINE/Scene/Components/Movement/PlayerMovementComponentBase.cs	XREngine.Components.Movement.PlayerMovementComponentBase	1	Move	XREngine.Runtime.InputIntegration	Pending		The source converts local/VR input into runtime controller behavior.
XRENGINE/Scene/Components/Pawns/CharacterPawnComponent.cs	XREngine.Components.CharacterPawnComponent	1	Split	XREngine.Runtime.Core;XREngine.Runtime.InputIntegration	Pending		Runtime.Core owns pawn/world state while InputIntegration owns possession and controller routing.
XRENGINE/Scene/Components/Pawns/PawnComponentRenderingExtensions.cs	XREngine.Components.PawnComponentRenderingExtensions	1	Move	XREngine.Runtime.Rendering	Pending		Debug visualization, mesh publication, and camera-facing transforms belong to Runtime.Rendering.
XRENGINE/Scene/Components/Pawns/VRPlayerInputSet.cs	XREngine.Components.EVRActionCategory;XREngine.Components.EVRGameAction;XREngine.Components.VRPlayerInputSet	3	Move	XREngine.Runtime.InputIntegration	Pending		The source converts local/VR input into runtime controller behavior.
XRENGINE/Scene/Components/Physics/ConvexHullDiskCache.cs	XREngine.Components.Physics.ConvexHullDiskCache	0	Move	XREngine.Runtime.Core	Pending		Non-visual physics components, simulation state, queries, controllers, and scheduling belong to Runtime.Core.
XRENGINE/Scene/Components/Physics/ConvexHullUtility.cs	XREngine.Components.Physics.ConvexHullUtility	0	Move	XREngine.Runtime.Core	Pending		Non-visual physics components, simulation state, queries, controllers, and scheduling belong to Runtime.Core.
XRENGINE/Scene/Components/Physics/ConvexPhysicsActorComponent.cs	XREngine.Components.Physics.CoAcdRunner;XREngine.Components.Physics.ConvexHullGenerationProgress;XREngine.Components.Physics.ConvexHullGenerationStatus;XREngine.Components.Physics.ConvexPhysicsActorComponent;XREngine.Components.Physics.IConvexDecompositionRunner	3	Move	XREngine.Runtime.Core	Pending		Non-visual physics components, simulation state, queries, controllers, and scheduling belong to Runtime.Core.
XRENGINE/Scene/Components/Physics/CPU/IPhysicsChainCpuBatchExecutor.cs	XREngine.Components.IPhysicsChainCpuBatchExecutor	1	Move	XREngine.Runtime.Core	Pending		Non-visual physics components, simulation state, queries, controllers, and scheduling belong to Runtime.Core.
